"COMMON_POPULATION_NAME","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","ESU_DPS"
"Coweeman River - fall Chinook salmon",-0.129382625729919,-0.0392705226566505,-0.00131067822408864,0.0358444374666447,0.12056471528059,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Elochoman River - fall Chinook salmon",-0.144417049532343,-0.0476779995048175,-0.00578368861777349,0.0310621339540569,0.109726336920798,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Grays and Chinook Rivers - fall Chinook salmon",-0.102008520267443,-0.0248204799591112,0.0130196459847581,0.0540979432513044,0.151290819988993,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Kalama River - fall Chinook salmon",-0.0931357040067171,-0.0190326595404939,0.019463543250124,0.063128665021405,0.171769006657371,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Kalama River - spring Chinook salmon",-0.108153946068954,-0.0333298719587823,0.00143149646223485,0.0372510802475162,0.120337299874269,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Lewis River - fall Chinook salmon",-0.116128166701192,-0.0345618540982207,0.00153257624669976,0.0388219812135271,0.124741503474319,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Lewis River - late fall Chinook salmon",-0.149276920783422,-0.0444371089272983,-0.00287203652527941,0.0397183840375405,0.149339301697669,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Lower Cowlitz River - fall Chinook salmon",-0.108764728504593,-0.032009480309605,0.00404950550383242,0.0422394677670256,0.122009051904339,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Mill, Abernathy, and Germany Creeks - fall Chinook salmon",-0.193796588029148,-0.0654054000152338,-0.0182569581573077,0.0208606330541359,0.103678252476638,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"North Fork Lewis River - spring Chinook salmon",-0.122226897609363,-0.0341775672822946,0.00549637329840844,0.0461353020144778,0.179938213355535,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Toutle River - fall Chinook salmon",-0.114494499944601,-0.0318185936086496,0.00578010322803582,0.0427778642043202,0.134454460185557,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Upper Cowlitz River - fall Chinook salmon",-0.171887825168316,-0.060441674215162,-0.0170914534451755,0.0210537549177739,0.0946086025809163,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Upper Cowlitz River - spring Chinook salmon",-0.125487435520219,-0.0362518977802848,0.000742731170796996,0.0376863342893216,0.127599530094435,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Upper Gorge Tributaries - fall Chinook salmon",-0.138133781784573,-0.0478120683897092,-0.00839791979158753,0.0279767695548578,0.111987612597434,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Washougal River - fall Chinook salmon",-0.110711475374092,-0.0261771624513009,0.0117212140598651,0.0538413014387208,0.147913785710947,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"White Salmon River - fall Chinook salmon",-0.159113834558589,-0.0593686267426308,-0.0184313005547153,0.0200226453439484,0.0971028526047794,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"White Salmon River - spring Chinook salmon",-0.249908127222644,-0.0832016032294756,-0.027814138522375,0.0141515289043435,0.0922129234825569,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Cascade River - spring Chinook salmon",-0.0476780402870154,-0.0108715182369823,0.00570553335778483,0.0223039941234366,0.0633499885938837,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Cedar River - fall Chinook salmon",-0.0528031058799851,-0.012440419539303,0.003568442044496,0.0219621266950475,0.0669018122280096,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Dungeness River - summer Chinook salmon",-0.0386117534049239,-0.0055756494518988,0.0113380139070768,0.0303865874332221,0.079444676303381,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Elwha River - fall Chinook salmon",-0.0377030866934904,-0.00376324950111105,0.0135842587013582,0.035859095845473,0.0929725992806044,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Green River - fall Chinook salmon",-0.0488544666581737,-0.011053480686187,0.00586354343753953,0.0247782267696828,0.0665896798793814,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Lower Sauk River - summer Chinook salmon",-0.0460494506645911,-0.0109008062592943,0.00525422796369988,0.0230507529074303,0.065276380827418,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Lower Skagit River - fall Chinook salmon",-0.0449930862139494,-0.00955118522170048,0.00635551302631651,0.0239177328725642,0.0662735097744347,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Nisqually River - fall Chinook salmon",-0.0414539980107644,-0.00755479256748158,0.0092742667178647,0.0276489674525811,0.0707671727671396,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",-0.0447275088433795,-0.00918361278815209,0.00692752389969563,0.0249213984614353,0.066396999328828,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"North Fork Stillaguamish River - summer Chinook salmon",-0.0653157635405989,-0.0172316817828708,0.000834219312046198,0.0186924932220461,0.0589250236563433,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Skokomish River - fall Chinook salmon",-0.0625626700558529,-0.0182747654605148,-0.000378913642936097,0.0172187381297218,0.055596307153347,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Skykomish River - summer Chinook salmon",-0.0505715599819578,-0.0131457924354895,0.00339960591784953,0.0209479955563854,0.0582870914285329,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Snoqualmie River - fall Chinook salmon",-0.0582897514368345,-0.0173333285877201,6.86491246236176e-05,0.0172807509836818,0.055296531713621,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"South Fork Nooksack River - spring Chinook salmon",-0.0594277813940822,-0.0144935679079972,0.00249201999578653,0.0208755120518736,0.0603347287972762,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"South Fork Stillaguamish River - fall Chinook salmon",-0.0784459094181864,-0.0254286143085551,-0.0044824117365222,0.0150263182483433,0.0564635627919468,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Suiattle River - spring Chinook salmon",-0.0371383116377316,-0.00411090163041366,0.0120574104149425,0.0292855371306275,0.070775600015451,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Upper Sauk River - spring Chinook salmon",-0.0295420541884531,0.000447528842017025,0.0184416705278686,0.0392690365561504,0.0920264892325058,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Upper Skagit River - summer Chinook salmon",-0.0461969949421084,-0.0104927392613645,0.00568657045116453,0.0232853294541533,0.0641055282894803,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"White River - spring Chinook salmon",-0.0512664980836771,-0.0134610186158073,0.00296599580833762,0.0203226908385508,0.0602672798764401,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Snake River - fall Chinook salmon",-0.0515812875893287,0.0374307678818577,0.0853141794176948,0.126906650028603,0.213616721048556,"Snake River fall Chinook","Salmon, Chinook (Snake River fall-run ESU)"
"Asotin Creek - spring Chinook salmon",-0.242227603402218,-0.0936440793675165,-0.0221379678334162,0.0493537564919325,0.194962839342226,"Snake River spring and summer Chinook","Salmon, Chinook (Snake River spring/summer-run ESU)"
"Tucannon River - spring Chinook salmon",-0.271399264631877,-0.120809445441237,-0.04841659335074,0.0189300945013209,0.165905384962301,"Snake River spring and summer Chinook","Salmon, Chinook (Snake River spring/summer-run ESU)"
"Entiat River - spring Chinook salmon",-0.106859052276587,0.00999314152772341,0.0716572011802026,0.131278700180185,0.258159422749489,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Methow River - spring Chinook salmon",-0.117998411869741,0.00984777646291198,0.0715307436642001,0.133143757334943,0.267696868651036,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Wenatchee River - spring Chinook salmon",-0.114300581188602,0.00277067798522529,0.0616101416550254,0.122294170628087,0.250862158564365,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Grays and Chinook Rivers - fall Chum salmon",-0.131739925971604,-0.0173919073940298,0.0421552912927956,0.103958748639835,0.227945906150681,"Lower Columbia chum","Salmon, chum (Columbia River ESU)"
"Lower Gorge Tributaries - fall Chum salmon",-0.134939307102778,-0.015544061839654,0.047707627994986,0.109213412442583,0.243223084356322,"Lower Columbia chum","Salmon, chum (Columbia River ESU)"
"Upper Gorge Tributaries - fall Chum salmon",-0.129705259273424,-0.00956661481357558,0.0440159908736898,0.102528381587284,0.230776173853549,"Lower Columbia chum","Salmon, chum (Columbia River ESU)"
"Washougal River - fall Chum salmon",-0.1386774049971,-0.0227596890153727,0.0353636958366748,0.093241773667302,0.218195256023945,"Lower Columbia chum","Salmon, chum (Columbia River ESU)"
"Hood Canal - summer chum salmon",-0.173904325163176,-0.0165424222216776,0.0584664782122554,0.130332222145555,0.282410781389359,"Hood Canal summer chum","Salmon, chum (Hood Canal summer-run ESU)"
"Strait of Juan de Fuca - summer chum salmon",-0.125371190681583,0.0194501772739086,0.0910352789787202,0.163489136406189,0.328464696537389,"Hood Canal summer chum","Salmon, chum (Hood Canal summer-run ESU)"
"Coweeman River - late Coho salmon",-0.0743353121499669,0.023888045237678,0.0706767829610885,0.11931006347582,0.218988262099802,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"East Fork Lewis River - early and late Coho salmon",-0.0686206056891545,0.0320093547617948,0.0782160112294567,0.124792661538842,0.224135566937944,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Elochoman River - late Coho salmon",-0.0701048208927771,0.0296151524227192,0.0792410055373043,0.128518283701464,0.22442523118494,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Grays and Chinook Rivers - late Coho salmon",-0.0657922248782838,0.0316846362954315,0.0794566082413412,0.12916733401262,0.226862172395931,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Kalama River - late Coho salmon",-0.0525252500695993,0.0424878982443305,0.0905309428397773,0.140271199844703,0.242844386190675,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Lower Cowlitz River - late Coho salmon",-0.077155081461715,0.0213791891834702,0.0699173870097322,0.119451056099671,0.218214825952522,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Lower Gorge Tributaries - late Coho salmon",-0.0617236201615853,0.0313368999117893,0.0803742844311352,0.127870919596076,0.225029408834745,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Mill, Abernathy, and Germany Creeks - late Coho salmon",-0.0660240376465141,0.0313752132226757,0.0767009798794188,0.12588856047411,0.219417884938189,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"North Fork Lewis River - early and late Coho salmon",-0.0759564385872841,0.0296282549535358,0.075746658298848,0.122931564912853,0.219542897602518,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"North Fork Toutle River - early and late Coho salmon",-0.0723747108027194,0.0283905918674435,0.0765181497489264,0.123139411214032,0.219372559844092,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Salmon Creek - late Coho salmon",-0.0730411580831864,0.0285549806348066,0.0738282310159937,0.121200137226659,0.219935780144218,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"South Fork Toutle River - early and late Coho salmon",-0.0734184940856456,0.027949378521366,0.0758576692230944,0.12422938677628,0.220143411190849,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Tilton River - early and late Coho salmon",-0.0601852066139505,0.0324259669121701,0.0812346955223075,0.125360577348961,0.223567065141302,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Upper Cowlitz River - early and late Coho salmon",-0.0730230723744074,0.0248228297944103,0.0723255661719264,0.12074732532409,0.217708993825257,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Washougal River - late Coho salmon",-0.0707807814276709,0.0291808794665719,0.078356077462524,0.124671208379057,0.222835099247575,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Ozette Lake - sockeye salmon",-0.193392307600414,-0.0616206398006114,-0.00483104556331007,0.0548552209039176,0.227764024216844,"Ozette Lake sockeye","Salmon, sockeye (Ozette Lake ESU)"
"Coweeman River - winter Steelhead",-0.0651675332105011,-0.0215243799152885,-6.23166801335699e-05,0.0226135959584984,0.070383233925095,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"East Fork Lewis River - summer Steelhead",-0.064395813778401,-0.0200716321199498,0.00190051916852935,0.0240636841515204,0.0756201454545137,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"East Fork Lewis River - winter Steelhead",-0.0622499423523941,-0.0187309387030767,0.00231695723132294,0.0237956785846916,0.0756797637456727,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Kalama River - summer Steelhead",-0.0697282238110418,-0.0236342077990895,-0.000731555484286873,0.0227861086962752,0.0716781989901742,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Kalama River - winter Steelhead",-0.0787664579771159,-0.027494685509349,-0.00508019886733014,0.0171513360980143,0.0645168053384868,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Lower Cowlitz River - winter Steelhead",-0.0807047150903009,-0.0264039681015118,-0.00408339036897782,0.0195981461533556,0.0686244010807676,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"North Fork Toutle River - winter Steelhead",-0.0700804380362313,-0.0225556733671824,-0.000132489688535658,0.022448047717361,0.0760823596887135,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"South Fork Toutle River - winter Steelhead",-0.0729217581411796,-0.0253799196549353,-0.00212113698208287,0.0209241670152804,0.0690233464335915,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Tilton River - winter Steelhead",-0.0687626562073334,-0.0218601376791797,0.000496341512678578,0.0225979439587903,0.073083826916887,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Upper Cowlitz River - winter Steelhead",-0.0710624409592058,-0.0211498936018699,0.0021220691497135,0.0244051969526255,0.0825917518326724,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Upper Gorge Tributaries - winter Steelhead",-0.0809244962960078,-0.0308353355541202,-0.00818681120376355,0.01384153590521,0.0603036376347578,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Washougal River - summer Steelhead",-0.0642255812368062,-0.0205956335206579,0.00133172203387166,0.0233420480336121,0.07787085077405,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Washougal River - winter Steelhead",-0.0693542028743008,-0.0226011519204277,-0.00212594874318886,0.0208273983620383,0.0712965229062529,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Wind River - summer Steelhead",-0.0701076458562406,-0.0240610948379855,-0.00166262411383717,0.0202632325601696,0.0680328921348697,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Klickitat River - summer and winter Steelhead",-0.121014123687638,-0.0442359196707554,-0.00426023128807977,0.0377370309708422,0.116867213617601,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Naches River - summer Steelhead",-0.121449559776893,-0.0412629486325256,-0.00187404493268949,0.0410307631246457,0.125170137220406,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Rock Creek - summer Steelhead",-0.130373933084476,-0.0458314699923467,-0.00355168927987035,0.0382852138557439,0.122135838448806,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Satus Creek - summer Steelhead",-0.124460414092282,-0.045790344264804,-0.00441099379099594,0.0363219286562312,0.119258643750964,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Toppenish Creek - summer Steelhead",-0.135246334437451,-0.0541760924654016,-0.0133085198437642,0.0286176675005724,0.106976449438884,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Touchet River - summer Steelhead",-0.123901634047044,-0.045476867068739,-0.00642894203879421,0.0336153305812469,0.109923419015894,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Walla Walla River - summer Steelhead",-0.125789267383777,-0.0492869171537115,-0.00755230845744317,0.0326178887803055,0.110130894281749,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Yakima River Upper Mainstem - summer Steelhead",-0.108777767203306,-0.030364920895871,0.010212652225423,0.0539540533096834,0.137567419698765,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Dungeness River - summer and winter Steelhead",-0.0834654841616492,-0.0235182344765234,0.00201759673915783,0.0251261872146405,0.0815997046329817,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Elwha River - winter Steelhead",-0.052372165975949,-0.00353728398822531,0.0212597791938652,0.052507330447412,0.151070390372222,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Nisqually River - winter Steelhead",-0.0517781134937782,-0.00430943028379847,0.0199059542521056,0.0479986845552992,0.119898404131575,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Nooksack River - winter Steelhead",-0.078031731938409,-0.0194152727506204,0.00606910246606177,0.0296160966834124,0.0868040604686372,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Pilchuck River - winter Steelhead",-0.0798305485806871,-0.021573418413147,0.00254582901644486,0.0259044327409075,0.0766755302501993,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Samish River and Bellingham Bay Tributaries - winter Steelhead",-0.0551568991514341,-0.00591742190220078,0.0181882953684613,0.0459572509672152,0.119545711121102,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Skagit River - summer and winter Steelhead",-0.0720953525163101,-0.0173460876360049,0.00660746515422894,0.0301844031062613,0.0816503832362288,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Snohomish/Skykomish Rivers - winter Steelhead",-0.0860469708771169,-0.0245068893635544,0.00107272633244723,0.0244268822461605,0.0747766277075591,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Snoqualmie River - winter Steelhead",-0.0878770857522434,-0.0250177926440408,-0.000175719203220757,0.0223188921211137,0.0720926148538965,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"South Hood Canal Tributaries - winter Steelhead",-0.102237414273723,-0.0341595606985489,-0.00535862456459076,0.0185520596680818,0.0680459959223784,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Tolt River - summer Steelhead",-0.0858756509766285,-0.0242537976796161,0.00111195004956488,0.023366804298235,0.075591620768635,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"White River - winter Steelhead",-0.0577340751329406,-0.00958018621982065,0.0154994405290222,0.0426865521772078,0.116623551381444,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Asotin Creek - summer Steelhead",-0.331842860777623,-0.203253670816645,-0.137529130628504,-0.0740613455309096,0.079153703822147,"Snake River steelhead","Steelhead (Snake River Basin DPS)"
"Joseph Creek - summer Steelhead",-0.315347889479961,-0.190295322993348,-0.125780001389099,-0.0611607196180627,0.0742287181422619,"Snake River steelhead","Steelhead (Snake River Basin DPS)"
"Tucannon River - summer Steelhead",-0.294371449875326,-0.175740281520944,-0.115429200144186,-0.0590318510817517,0.0698747690937076,"Snake River steelhead","Steelhead (Snake River Basin DPS)"
"Entiat River - summer Steelhead",-0.101239317227836,0.0181537296625637,0.0741421025395803,0.126137025227311,0.243750556384888,"Upper Columbia steelhead","Steelhead (Upper Columbia River DPS)"
"Methow River - summer Steelhead",-0.113913310778508,-0.00509941637235611,0.0470674362909826,0.0984168376694098,0.203516359579159,"Upper Columbia steelhead","Steelhead (Upper Columbia River DPS)"
"Okanogan River - summer Steelhead",-0.0980464205240422,0.0187607211245171,0.0734514511047473,0.129583526924942,0.244738123144315,"Upper Columbia steelhead","Steelhead (Upper Columbia River DPS)"
"Wenatchee River - summer Steelhead",-0.130088279114478,-0.0151031450409806,0.0404014385469058,0.0956843640102087,0.199569929746838,"Upper Columbia steelhead","Steelhead (Upper Columbia River DPS)"
